,cuid,pred_convert_30
8603,415743,0
8604,415758,0
8605,415825,0
8606,415855,0
8607,415856,0
8608,415861,0
8609,415888,0
8610,415945,0
8611,416021,0
8612,416028,0
8613,416096,0
8614,416105,0
8615,416137,0
8616,416146,0
8617,416690,0
8618,572116,0
8619,572135,0
8620,572157,0
8621,572160,0
8622,572175,0
8623,417158,0
8624,572187,0
8625,417181,0
8626,572199,0
8627,572203,0
8628,417397,0
8629,417432,0
8630,417526,0
8631,417546,0
8632,417577,0
8633,417603,0
8634,417626,0
8635,417741,0
8636,572232,0
8637,417757,0
8638,572241,0
8639,417801,0
8640,417841,1
8641,417849,0
8642,572263,0
8643,417948,0
8644,417985,0
8645,418000,0
8646,418006,0
8647,418013,0
8648,418014,0
8649,418312,0
8650,572278,0
8651,418386,0
8652,418422,0
8653,572285,1
8654,418553,0
8655,418589,0
8656,418598,0
8657,418622,1
8658,418639,0
8659,418657,0
8660,572300,0
8661,418895,0
8662,418905,0
8663,572312,0
8664,572322,0
8665,572345,0
8666,419059,0
8667,419060,0
8668,572352,0
8669,419071,0
8670,572354,0
8671,419090,0
8672,419091,0
8673,419092,0
8674,419142,0
8675,572372,0
8676,419188,0
8677,419229,0
8678,419230,0
8679,419252,0
8680,419255,0
8681,419268,0
8682,419276,0
8683,419280,0
8684,572381,0
8685,419290,0
8686,419295,0
8687,419333,0
8688,419350,0
8689,419378,0
8690,422611,0
8691,422678,0
8692,422723,0
8693,422735,0
8694,422744,0
8695,422752,0
8696,422767,0
8697,422770,0
8698,422786,1
8699,422823,0
8700,422885,0
8701,422197,0
8702,572430,0
8703,572433,0
8704,572436,0
8705,422448,0
8706,422517,1
8707,572479,0
8708,572482,0
8709,572486,1
8710,423685,0
8711,423687,1
8712,423692,1
8713,423703,0
8714,423707,0
8715,423771,0
8716,423772,0
8717,572521,1
8718,423962,1
8719,424003,0
8720,426749,0
8721,426756,0
8722,426844,0
8723,426925,0
8724,572559,0
8725,427005,0
8726,427058,0
8727,385546,0
8728,385560,0
8729,572572,0
8730,385601,0
8731,385611,0
8732,385625,0
8733,385639,0
8734,385670,0
8735,385677,1
8736,572592,0
8737,572620,0
8738,385738,0
8739,572622,0
8740,572629,0
8741,572664,0
8742,572714,0
8743,572745,0
8744,572757,0
8745,572767,0
8746,385825,0
8747,385846,0
8748,385860,0
8749,385877,0
8750,385944,0
8751,386012,0
8752,386024,0
8753,386066,0
8754,386074,0
8755,386092,0
8756,572799,0
8757,572804,0
8758,572805,0
8759,572839,0
8760,572843,0
8761,572860,0
8762,572870,0
8763,386578,0
8764,386591,0
8765,386609,0
8766,386623,0
8767,386630,0
8768,386745,0
8769,386760,0
8770,386762,0
8771,572914,0
8772,386809,0
8773,386835,0
8774,572938,0
8775,572942,0
8776,572960,0
8777,386867,0
8778,572998,0
8779,572999,0
8780,573057,0
8781,573059,0
8782,386909,0
8783,386910,0
8784,386923,0
8785,573084,0
8786,573095,0
8787,573110,0
8788,573122,0
8789,386986,0
8790,386987,0
8791,386998,0
8792,387103,0
8793,387128,0
8794,387134,0
8795,387149,0
8796,387199,0
8797,387221,0
8798,387228,1
8799,573147,1
8800,573160,0
8801,573181,0
8802,573216,0
8803,573220,0
8804,573221,0
8805,387788,0
8806,387796,0
8807,573249,0
8808,387838,1
8809,573304,0
8810,573322,0
8811,573334,0
8812,573347,1
8813,573349,0
8814,573355,0
8815,573392,0
8816,573414,0
8817,387959,0
8818,388000,0
8819,388035,0
8820,388038,0
8821,388052,0
8822,388083,0
8823,388150,0
8824,388152,0
8825,388171,0
8826,388172,0
8827,388197,0
8828,388218,0
8829,388219,0
8830,573443,0
8831,573452,0
8832,573461,0
8833,573484,0
8834,573488,0
8835,573516,0
8836,573528,0
8837,389634,0
8838,389653,0
8839,389658,0
8840,389660,0
8841,389663,0
8842,389666,0
8843,389670,0
8844,389676,0
8845,389682,0
8846,389711,0
8847,389823,1
8848,389836,0
8849,389893,0
8850,389894,1
8851,389927,0
8852,389945,0
8853,573585,0
8854,389988,0
8855,389999,0
8856,390003,1
8857,573605,0
8858,573617,0
8859,573627,0
8860,573641,0
8861,573669,0
8862,573690,0
8863,573703,0
8864,573729,0
8865,390074,0
8866,573739,0
8867,390145,0
8868,390153,1
8869,390181,0
8870,390211,0
8871,390212,0
8872,390216,1
8873,390259,1
8874,390299,0
8875,390335,1
8876,390382,0
8877,573808,0
8878,573811,0
8879,573849,0
8880,573850,1
8881,573875,0
8882,392886,0
8883,392922,0
8884,392924,0
8885,392936,0
8886,573883,0
8887,393006,0
8888,393033,0
8889,393037,0
8890,393040,0
8891,393056,0
8892,393057,0
8893,393066,1
8894,573931,0
8895,573973,0
8896,573979,0
8897,573993,0
8898,393113,0
8899,574031,0
8900,574040,0
8901,393194,0
8902,393197,0
8903,393228,0
8904,393229,0
8905,393232,0
8906,393241,0
8907,393248,0
8908,393252,0
8909,393319,0
8910,393334,0
8911,574061,0
8912,393341,0
8913,393355,0
8914,393360,0
8915,393368,0
8916,393380,0
8917,393399,0
8918,393412,0
8919,393420,0
8920,393438,0
8921,393462,0
8922,574088,0
8923,574100,0
8924,574104,1
8925,574108,0
8926,574116,0
8927,574172,0
8928,574181,0
8929,574184,0
8930,393902,0
8931,393905,1
8932,393918,0
8933,393926,0
8934,393959,0
8935,393970,0
8936,394016,0
8937,394037,0
8938,574206,0
8939,394055,0
8940,394087,0
8941,394090,0
8942,394092,0
8943,394102,0
8944,574244,0
8945,574250,0
8946,574251,0
8947,574253,0
8948,574256,0
8949,574260,0
8950,574290,0
8951,574294,1
8952,574303,0
8953,574304,0
8954,574352,0
8955,574382,0
8956,394212,0
8957,574400,1
8958,394284,0
8959,394307,0
8960,394325,0
8961,394349,0
8962,394357,0
8963,394371,0
8964,394395,0
8965,394458,0
8966,394470,0
8967,394478,0
8968,574424,0
8969,574442,0
8970,574477,0
8971,574507,0
8972,394799,0
8973,394801,0
8974,394832,0
8975,394843,0
8976,394855,0
8977,394890,0
8978,394916,0
8979,394921,0
8980,574538,0
8981,574544,0
8982,394971,0
8983,574591,0
8984,574615,0
8985,574633,0
8986,574638,0
8987,395044,0
8988,574703,0
8989,574710,0
8990,574728,0
8991,395128,0
8992,395187,0
8993,395192,0
8994,395201,0
8995,395219,0
8996,395237,0
8997,395239,0
8998,395245,0
8999,395275,0
9000,395279,0
9001,395306,0
9002,395313,1
9003,395316,0
9004,395354,0
9005,395375,0
9006,395377,0
9007,574769,0
9008,574770,1
9009,574801,1
9010,574810,0
9011,574818,1
9012,574821,0
9013,398740,1
9014,398744,0
9015,398774,0
9016,398821,0
9017,398844,0
9018,398870,0
9019,574855,0
9020,574864,0
9021,398940,0
9022,398962,0
9023,574885,0
9024,574898,1
9025,574957,0
9026,574970,0
9027,575002,0
9028,575021,0
9029,575027,0
9030,575040,0
9031,575045,0
9032,575054,0
9033,575057,0
9034,575059,0
9035,575061,0
9036,399099,0
9037,399100,0
9038,399102,1
9039,399103,0
9040,399125,0
9041,399129,0
9042,399134,0
9043,399138,0
9044,399140,0
9045,399145,0
9046,399158,0
9047,399163,0
9048,399176,0
9049,399187,1
9050,399239,0
9051,399272,0
9052,399277,1
9053,399310,0
9054,399331,0
9055,575075,0
9056,399353,0
9057,399366,0
9058,575089,0
9059,575106,1
9060,575127,0
9061,575128,0
9062,575172,0
9063,575178,0
9064,400703,0
9065,400728,0
9066,400829,0
9067,400857,0
9068,400860,0
9069,400903,0
9070,575202,1
9071,575203,0
9072,400910,0
9073,575208,0
9074,575220,0
9075,575226,0
9076,575234,0
9077,575257,1
9078,400985,0
9079,575265,0
9080,575266,0
9081,575268,0
9082,575324,0
9083,575343,0
9084,575391,0
9085,575393,0
9086,575396,0
9087,575399,0
9088,575405,0
9089,575410,0
9090,401090,0
9091,401118,0
9092,401140,0
9093,401148,0
9094,401151,0
9095,401175,0
9096,401195,0
9097,401220,0
9098,401248,0
9099,401253,0
9100,401306,0
9101,401307,0
9102,401324,0
9103,401330,0
9104,401375,0
9105,401381,0
9106,575433,0
9107,575446,0
9108,575451,0
9109,575457,0
9110,575493,0
9111,575503,0
9112,575520,0
9113,401647,0
9114,575530,0
9115,401676,0
9116,401703,0
9117,401724,0
9118,401771,0
9119,401782,0
9120,401819,0
9121,401820,0
9122,401850,0
9123,401861,1
9124,401904,0
9125,401945,0
9126,401953,0
9127,401962,0
9128,402000,0
9129,575571,0
9130,575572,0
9131,402045,1
9132,575616,0
9133,575654,0
9134,575655,0
9135,575674,0
9136,575723,0
9137,402177,0
9138,402229,0
9139,402255,0
9140,402288,0
9141,402317,0
9142,402345,0
9143,402371,0
9144,402374,0
9145,402388,0
9146,402393,0
9147,402432,0
9148,402449,0
9149,402465,0
9150,402468,0
9151,575767,0
9152,575789,0
9153,575800,0
9154,575869,0
9155,404836,0
9156,404841,0
9157,404843,0
9158,404857,0
9159,404861,0
9160,404923,0
9161,404925,0
9162,404933,0
9163,404988,1
9164,405032,0
9165,575888,0
9166,405053,0
9167,405074,0
9168,575894,0
9169,405125,0
9170,575912,0
9171,405138,0
9172,405150,1
9173,575950,0
9174,575960,0
9175,575967,0
9176,405176,0
9177,576002,0
9178,576006,0
9179,576019,1
9180,576021,0
9181,405194,1
9182,576031,0
9183,576069,0
9184,405250,1
9185,576109,0
9186,576114,0
9187,405310,0
9188,405311,0
9189,405324,0
9190,405330,0
9191,405337,0
9192,405339,0
9193,405347,0
9194,405366,0
9195,405425,1
9196,405426,0
9197,405483,0
9198,405485,0
9199,405514,0
9200,576136,0
9201,576139,0
9202,576148,0
9203,576150,0
9204,576163,0
9205,409391,0
9206,576217,0
9207,576224,0
9208,409460,0
9209,576263,0
9210,576268,0
9211,576277,0
9212,576285,0
9213,576318,0
9214,576323,0
9215,576368,0
9216,576444,0
9217,576454,0
9218,576457,0
9219,409622,0
9220,409650,0
9221,409661,0
9222,409687,0
9223,409739,0
9224,409752,0
9225,409760,0
9226,409770,0
9227,409780,0
9228,409781,0
9229,409829,0
9230,409839,0
9231,409847,0
9232,409893,0
9233,576482,0
9234,576488,0
9235,576493,0
9236,576506,0
9237,576520,0
9238,576558,0
9239,411623,0
9240,411655,0
9241,411658,0
9242,576562,0
9243,411706,1
9244,411707,0
9245,411742,0
9246,411743,0
9247,411759,0
9248,576591,0
9249,576594,0
9250,411821,0
9251,411826,0
9252,576629,0
9253,576646,0
9254,576688,0
9255,576719,0
9256,576765,0
9257,576774,0
9258,411944,1
9259,411949,0
9260,411961,0
9261,411971,0
9262,411987,0
9263,411988,0
9264,411994,0
9265,412039,0
9266,412058,0
9267,412069,0
9268,412078,0
9269,412079,0
9270,412129,0
9271,412133,0
9272,412147,0
9273,576795,0
9274,412172,0
9275,412193,0
9276,412197,1
9277,576805,0
9278,576806,0
9279,576823,0
9280,576853,0
9281,412671,0
9282,412709,0
9283,412754,0
9284,412770,0
9285,412801,0
9286,412820,0
9287,412855,0
9288,412889,0
9289,412949,0
9290,412965,0
9291,576909,0
9292,412997,0
9293,576930,1
9294,576932,0
9295,576962,0
9296,413037,0
9297,576998,0
9298,577006,0
9299,577015,0
9300,577030,0
9301,577040,0
9302,577048,0
9303,577100,1
9304,413176,0
9305,413179,0
9306,413191,0
9307,413197,0
9308,413211,0
9309,413217,0
9310,413228,0
9311,413237,1
9312,413238,0
9313,413242,0
9314,413263,0
9315,413281,0
9316,413287,0
9317,413304,1
9318,413327,0
9319,413333,0
9320,413365,0
9321,413402,0
9322,413405,0
9323,413434,0
9324,577124,0
9325,577128,0
9326,577132,0
9327,577149,0
9328,577161,0
9329,577172,0
9330,577201,1
9331,577211,0
9332,577212,0
9333,577216,0
9334,577225,0
9335,422921,0
9336,422966,0
9337,422970,0
9338,422982,0
9339,422984,0
9340,577233,0
9341,423052,0
9342,423082,0
9343,577256,0
9344,577290,0
9345,577294,0
9346,577297,0
9347,577308,0
9348,577331,0
9349,423154,0
9350,577369,1
9351,577384,0
9352,577387,1
9353,423178,1
9354,577435,0
9355,423220,0
9356,577456,0
9357,423312,0
9358,423322,0
9359,423341,0
9360,423347,0
9361,423363,1
9362,423464,0
9363,423472,0
9364,423490,0
9365,423500,0
9366,577532,0
9367,577544,0
9368,577552,0
9369,577555,0
9370,383499,0
9371,383564,0
9372,383568,0
9373,383592,0
9374,383603,0
9375,577575,0
9376,383702,0
9377,383829,0
9378,577597,1
9379,383875,0
9380,383893,0
9381,383967,0
9382,383971,0
9383,384008,0
9384,384042,0
9385,384128,0
9386,384165,0
9387,384177,0
9388,384216,0
9389,384297,0
9390,384359,0
9391,384456,0
9392,419744,0
9393,419832,0
9394,419843,0
9395,577662,0
9396,419927,1
9397,420094,0
9398,420122,0
9399,491584,0
9400,577670,0
9401,420396,0
9402,420495,0
9403,420500,1
9404,420552,0
9405,420666,0
9406,420777,0
9407,421028,0
9408,421214,0
9409,577738,0
9410,577742,0
9411,421550,1
9412,421552,0
9413,421563,0
9414,421739,0
9415,421753,0
9416,421777,0
9417,421791,0
9418,421830,0
9419,421858,0
9420,577769,0
9421,421896,0
9422,421983,0
9423,422028,0
9424,422053,0
9425,424076,0
9426,424077,0
9427,424103,0
9428,424127,0
9429,424132,0
9430,577782,0
9431,424183,0
9432,424245,0
9433,424321,0
9434,424338,0
9435,424360,0
9436,577801,0
9437,577802,0
9438,424521,0
9439,577835,0
9440,577837,0
9441,577852,0
9442,577853,0
9443,577856,0
9444,424791,0
9445,424877,0
9446,424927,0
9447,424953,0
9448,577876,0
9449,425062,0
9450,425090,0
9451,577888,0
9452,577897,0
9453,425252,0
9454,577904,0
9455,425398,0
9456,425418,0
9457,425440,0
9458,425513,0
9459,425708,0
9460,425720,0
9461,425889,0
9462,425891,0
9463,425904,0
9464,425911,0
9465,425923,0
9466,425948,0
9467,426078,0
9468,426095,0
9469,426112,0
9470,426187,0
9471,426188,0
9472,426237,0
9473,426323,0
9474,577958,0
9475,577961,0
9476,426382,0
9477,577968,0
9478,577993,0
9479,426469,0
9480,426498,0
9481,426501,0
9482,578020,0
9483,426527,0
9484,426529,0
9485,426548,0
9486,426553,0
9487,426577,0
9488,578043,0
9489,426594,0
9490,426608,0
9491,426636,0
9492,426645,0
9493,426711,0
9494,426712,0
9495,427305,0
9496,427333,0
9497,578063,0
9498,427342,0
9499,578065,0
9500,427348,0
9501,578071,0
9502,578078,0
9503,578095,0
9504,427487,1
9505,427517,0
9506,427527,0
9507,578104,0
9508,427572,0
9509,427610,0
9510,427629,0
9511,427632,0
9512,427649,0
9513,427668,0
9514,427678,0
9515,427125,0
9516,427138,1
9517,578136,0
9518,578149,0
9519,428315,0
9520,578154,0
9521,428566,1
9522,578177,0
9523,578178,0
9524,578191,0
9525,429760,0
9526,429815,0
9527,429860,0
9528,429865,0
9529,429867,0
9530,429877,0
9531,578219,0
9532,578220,1
9533,429914,0
9534,427703,0
9535,427720,0
9536,427756,0
9537,578237,0
9538,427757,0
9539,578263,0
9540,578290,0
9541,578311,0
9542,578323,0
9543,427885,0
9544,578424,0
9545,578433,0
9546,578441,0
9547,427954,0
9548,427968,0
9549,428008,0
9550,428013,0
9551,428032,0
9552,578451,0
9553,578452,0
9554,428117,0
9555,428119,0
9556,578453,0
9557,428165,0
9558,428182,0
9559,428185,0
9560,428186,0
9561,578462,0
9562,578475,0
9563,578483,0
9564,578504,0
9565,578506,0
9566,578526,0
9567,578541,0
9568,578548,0
9569,578608,0
9570,430119,0
9571,430137,0
9572,578625,0
9573,578638,0
9574,430341,0
9575,578663,1
9576,430586,0
9577,578668,0
9578,578671,0
9579,430647,0
9580,430662,0
9581,578675,0
9582,430748,0
9583,430801,0
9584,430824,0
9585,430836,0
9586,578692,0
9587,578694,1
9588,431000,0
9589,431015,0
9590,578714,0
9591,431088,0
9592,431089,0
9593,431104,1
9594,578725,0
9595,431823,1
9596,431993,0
9597,432038,0
9598,578743,1
9599,432274,0
9600,432361,0
9601,432548,0
9602,432549,0
9603,432617,0
9604,578764,0
9605,432710,0
9606,432714,1
9607,432783,0
9608,531895,0
9609,432851,0
9610,432865,0
9611,432871,0
9612,432928,0
9613,578802,0
9614,578818,0
9615,433358,0
9616,433505,0
9617,433554,0
9618,433766,0
9619,433839,0
9620,433864,0
9621,433871,0
9622,433874,0
9623,433882,0
9624,433885,0
9625,433939,0
9626,433971,0
9627,433977,0
9628,433996,0
9629,433999,0
9630,434062,0
9631,434093,0
9632,434123,0
9633,434152,0
9634,434173,0
9635,434247,0
9636,434263,0
9637,434290,0
9638,434346,0
9639,434401,0
9640,578902,0
9641,434453,0
9642,578911,0
9643,578935,0
9644,578949,0
9645,578976,0
9646,435021,0
9647,578979,0
9648,435042,0
9649,435052,0
9650,435072,0
9651,579011,0
9652,435299,0
9653,435315,0
9654,435367,0
9655,435374,0
9656,435466,0
9657,435469,0
9658,435523,0
9659,435544,0
9660,435599,0
9661,435708,0
9662,435800,0
9663,435803,0
9664,435859,0
9665,435899,0
9666,435942,0
9667,435986,0
9668,436110,0
9669,579033,1
9670,436197,0
9671,436210,0
9672,436252,0
9673,579047,0
9674,436293,0
9675,579062,0
9676,436312,0
9677,579070,0
9678,579081,0
9679,579084,0
9680,579091,0
9681,436348,0
9682,579096,0
9683,436353,0
9684,436370,1
9685,436376,0
9686,436385,0
9687,436401,0
9688,579116,0
9689,579117,0
9690,436425,1
9691,579139,0
9692,436487,0
9693,436514,0
9694,436532,0
9695,436586,0
9696,436626,0
9697,436655,0
9698,436676,1
9699,436698,0
9700,436713,0
9701,436715,0
9702,436724,0
9703,436733,0
9704,579167,0
9705,436790,0
9706,579182,0
9707,436816,0
9708,436835,0
9709,436852,0
9710,436896,0
9711,436897,0
9712,436919,0
9713,436949,0
9714,436969,0
9715,436988,0
9716,436993,0
9717,436997,0
9718,437033,1
9719,437063,0
9720,437064,0
9721,437085,0
9722,437106,0
9723,437107,0
9724,437108,0
9725,437131,0
9726,437141,0
9727,579222,0
9728,437145,0
9729,437150,0
9730,579239,1
9731,579257,1
9732,579291,0
9733,579297,0
9734,579329,0
9735,579348,0
9736,579397,0
9737,579408,0
9738,437268,1
9739,579426,0
9740,579437,0
9741,437331,0
9742,437359,0
9743,437397,0
9744,437418,0
9745,437543,0
9746,437548,0
9747,579464,0
9748,579469,0
9749,579470,0
9750,579473,0
9751,579530,0
9752,579533,0
9753,19503,0
9754,19584,0
9755,19611,0
9756,19719,0
9757,19786,0
9758,19806,1
9759,441135,1
9760,20016,1
9761,20293,0
9762,20324,0
9763,20379,0
9764,20606,0
9765,441198,0
9766,441200,0
9767,20788,0
9768,441221,0
9769,441224,1
9770,21016,0
9771,21184,0
9772,21268,1
9773,21374,0
9774,21518,0
9775,21588,0
9776,441292,0
9777,441305,0
9778,441316,0
9779,22030,0
9780,441346,1
9781,441352,0
9782,95866,1
9783,441397,0
9784,96319,1
9785,96466,1
9786,441466,0
9787,441479,0
9788,97040,0
9789,441504,1
9790,441564,0
9791,441578,0
9792,441584,0
9793,97854,0
9794,441596,0
9795,441616,0
9796,98102,0
9797,579559,0
9798,441768,1
9799,441773,0
9800,172432,1
9801,441821,0
9802,441829,0
9803,441839,0
9804,441877,0
9805,172690,0
9806,172888,0
9807,442025,0
9808,173144,0
9809,442047,0
9810,173738,0
9811,442129,0
9812,442150,0
9813,174551,0
9814,442196,0
9815,442206,0
9816,442233,0
9817,174792,0
9818,442237,0
9819,174806,1
9820,174835,0
9821,248591,0
9822,248630,0
9823,442305,0
9824,248796,1
9825,248816,0
9826,442430,0
9827,442443,0
9828,442501,0
9829,442578,0
9830,249603,0
9831,442587,0
9832,249887,0
9833,442655,0
9834,250107,1
9835,250207,0
9836,250388,1
9837,442689,0
9838,442705,0
9839,250521,0
9840,250720,0
9841,250798,1
9842,468340,0
9843,250888,1
9844,250910,1
9845,250981,1
9846,251088,0
9847,468388,0
9848,468395,0
9849,325358,1
9850,468437,0
9851,468478,0
9852,468498,0
9853,326127,0
9854,468554,0
9855,468584,0
9856,468585,0
9857,468626,0
9858,327251,0
9859,327267,1
9860,327605,1
9861,468662,0
9862,468668,0
9863,468669,0
9864,468691,0
9865,468716,0
9866,391884,0
9867,391922,0
9868,468749,0
9869,468753,0
9870,439460,0
9871,8775,0
9872,8823,1
9873,439478,0
9874,439482,0
9875,439483,0
9876,8919,0
9877,8927,0
9878,9141,0
9879,439521,0
9880,439546,0
9881,9337,0
9882,439550,0
9883,9414,0
9884,9492,1
9885,9838,0
9886,439591,0
9887,10090,0
9888,10117,1
9889,10166,1
9890,439620,1
9891,10416,1
9892,10420,0
9893,10493,0
9894,10658,0
9895,10960,1
9896,11008,0
9897,11042,1
9898,439731,0
9899,439738,0
9900,439746,0
9901,439801,0
9902,439813,0
9903,439820,0
9904,85609,1
9905,86246,0
9906,86288,0
9907,439940,0
9908,439959,0
9909,86985,0
9910,87030,1
9911,439997,0
9912,440007,0
9913,440012,0
9914,440019,0
9915,440020,0
9916,87301,0
9917,440059,0
9918,579604,0
9919,87620,0
9920,87665,1
9921,87691,0
9922,440173,0
9923,440179,0
9924,440216,0
9925,161798,0
9926,440270,0
9927,162351,0
9928,162383,0
9929,162477,0
9930,440418,1
9931,440427,0
9932,440436,0
9933,440448,0
9934,440461,0
9935,440485,0
9936,163100,0
9937,163296,1
9938,163399,1
9939,163422,0
9940,440526,0
9941,163648,0
9942,163803,1
9943,163931,0
9944,440708,0
9945,440719,0
9946,440759,0
9947,440760,0
9948,440766,0
9949,440781,0
9950,440790,1
9951,440808,0
9952,440834,0
9953,440836,0
9954,238263,0
9955,238269,0
9956,440872,0
9957,440884,0
9958,440895,0
9959,238645,0
9960,440960,0
9961,440962,1
9962,239113,0
9963,441051,0
9964,441057,0
9965,441077,0
9966,239329,0
9967,462810,0
9968,239710,0
9969,462861,0
9970,462920,0
9971,462921,0
9972,462923,0
9973,240199,1
9974,462928,0
9975,462932,0
9976,462949,0
9977,462957,0
9978,462964,0
9979,314338,0
9980,314344,0
9981,463019,0
9982,463048,1
9983,463057,0
9984,463060,0
9985,463090,0
9986,463102,0
9987,315591,0
9988,315660,0
9989,579617,0
9990,463145,0
9991,315819,0
9992,315846,0
9993,463175,0
9994,463189,0
9995,463193,0
9996,463199,0
9997,463209,0
9998,463217,0
9999,463258,0
10000,463264,0
10001,387712,0
10002,579626,0
10003,463301,0
10004,387905,0
10005,387910,0
10006,388053,0
10007,444404,0
10008,30649,1
10009,30651,0
10010,30755,0
10011,30763,1
10012,30877,0
10013,31036,0
10014,444502,1
10015,31382,0
10016,444568,0
10017,444581,0
10018,444602,0
10019,444603,0
10020,444629,0
10021,32217,1
10022,32220,1
10023,32323,1
10024,32413,0
10025,32757,1
10026,32857,0
10027,32983,0
10028,106882,1
10029,106885,0
10030,444745,0
10031,106926,0
10032,106955,0
10033,107042,0
10034,444772,0
10035,107458,0
10036,444819,0
10037,107601,1
10038,444839,0
10039,444849,0
10040,107977,0
10041,108003,1
10042,108195,1
10043,444920,0
10044,108324,1
10045,108332,1
10046,108525,0
10047,444966,0
10048,108625,0
10049,444993,0
10050,444996,0
10051,108740,0
10052,445018,0
10053,445035,1
10054,109214,0
10055,445085,0
10056,109364,0
10057,445107,0
10058,183109,1
10059,183273,0
10060,445263,0
10061,445266,0
10062,445279,0
10063,445283,0
10064,445307,0
10065,183745,0
10066,445374,0
10067,445389,0
10068,445401,0
10069,184193,0
10070,184254,0
10071,445430,1
10072,184652,1
10073,445451,0
10074,445458,0
10075,184803,1
10076,445475,0
10077,445486,0
10078,445487,0
10079,185087,0
10080,445508,0
10081,445563,0
10082,185472,1
10083,445606,0
10084,445612,0
10085,445617,1
10086,445634,0
10087,185710,0
10088,445708,0
10089,259508,0
10090,259671,1
10091,259754,0
10092,259794,1
10093,260038,0
10094,260098,0
10095,260157,1
10096,260256,0
10097,445940,0
10098,260292,0
10099,260576,1
10100,445985,0
10101,445990,0
10102,260897,0
10103,446051,0
10104,261232,1
10105,261336,0
10106,261389,0
10107,471404,0
10108,471412,0
10109,261569,1
10110,471422,0
10111,471450,0
10112,471520,0
10113,471541,0
10114,471607,0
10115,471636,0
10116,337245,0
10117,471657,0
10118,471661,0
10119,337562,0
10120,337563,1
10121,471677,0
10122,471695,0
10123,471701,0
10124,471714,0
10125,338217,0
10126,395466,0
10127,471770,0
10128,471785,0
10129,471828,0
10130,446062,0
10131,35978,0
10132,36751,0
10133,36875,0
10134,37212,1
10135,37365,0
10136,37423,1
10137,446242,1
10138,446331,0
10139,112145,0
10140,446434,1
10141,446442,0
10142,446448,0
10143,446456,0
10144,112713,0
10145,112827,0
10146,446469,1
10147,112930,0
10148,112959,1
10149,113209,0
10150,113510,0
10151,113621,0
10152,446566,0
10153,446568,0
10154,446580,1
10155,114018,0
10156,114086,1
10157,446656,0
10158,446662,1
10159,446679,1
10160,114616,0
10161,446740,0
10162,188588,1
10163,188618,0
10164,446769,0
10165,446779,0
10166,188885,0
10167,446857,0
10168,446893,0
10169,446894,0
10170,446933,0
10171,189220,0
10172,446941,1
10173,189445,0
10174,446999,0
10175,447001,0
10176,189828,0
10177,189879,0
10178,447048,0
10179,447071,0
10180,447072,0
10181,190320,1
10182,190555,0
10183,447140,0
10184,447185,1
10185,447187,0
10186,447189,0
10187,191139,0
10188,447238,1
10189,447302,0
10190,447378,0
10191,447416,0
10192,447488,0
10193,447502,0
10194,447578,0
10195,266091,0
10196,447632,0
10197,447634,0
10198,447642,0
10199,473461,0
10200,473469,0
10201,473471,0
10202,266626,0
10203,266690,0
10204,267247,0
10205,267295,0
10206,267317,0
10207,473592,0
10208,341473,0
10209,341883,0
10210,342002,0
10211,473670,0
10212,342158,0
10213,473697,0
10214,342728,0
10215,343049,0
10216,343193,0
10217,343499,0
10218,473818,0
10219,343649,0
10220,473837,0
10221,473848,0
10222,473850,0
10223,473873,0
10224,473881,0
10225,473885,0
10226,397423,0
10227,473939,0
10228,473945,0
10229,473948,0
10230,473974,0
10231,474997,1
10232,474999,0
10233,44000,0
10234,475011,0
10235,44017,0
10236,44180,0
10237,475064,0
10238,44394,1
10239,475075,0
10240,44521,1
10241,475092,0
10242,475100,1
10243,45217,0
10244,475149,1
10245,45549,1
10246,475203,0
10247,475206,0
10248,475208,0
10249,475211,0
10250,475212,0
10251,45895,1
10252,46289,0
10253,46413,0
10254,475273,0
10255,475293,0
10256,120517,0
10257,475309,0
10258,475314,0
10259,120688,0
10260,475357,0
10261,475417,0
10262,475420,0
10263,475440,1
10264,475447,0
10265,475452,0
10266,121978,0
10267,475535,0
10268,122437,1
10269,475646,1
10270,475648,0
10271,196743,0
10272,196796,1
10273,196798,0
10274,196801,1
10275,475740,0
10276,475776,0
10277,475805,0
10278,197121,0
10279,475864,0
10280,197387,0
10281,475945,0
10282,475950,0
10283,475951,0
10284,475957,0
10285,198184,0
10286,475980,0
10287,475983,0
10288,198279,0
10289,198434,1
10290,198526,0
10291,198606,0
10292,476057,1
10293,476120,1
10294,272995,0
10295,273019,0
10296,476286,0
10297,273227,1
10298,273241,0
10299,476298,0
10300,476332,0
10301,476343,0
10302,476382,0
10303,476427,1
10304,273654,0
10305,476450,0
10306,476455,0
10307,273776,0
10308,274285,1
10309,476563,0
10310,476567,1
10311,476574,0
10312,274480,0
10313,274706,0
10314,579733,0
10315,495403,0
10316,495434,0
10317,495441,0
10318,495458,0
10319,495467,1
10320,349748,0
10321,495546,0
10322,350165,0
10323,350359,0
10324,350498,0
10325,495615,0
10326,495617,0
10327,351049,0
10328,495649,0
10329,351174,0
10330,495693,0
10331,495762,0
10332,400805,0
10333,579751,0
10334,46714,1
10335,450966,0
10336,46991,0
10337,47045,0
10338,47189,1
10339,451028,1
10340,451043,0
10341,451049,0
10342,47743,0
10343,451082,0
10344,48004,0
10345,48102,0
10346,451116,0
10347,451166,0
10348,48613,0
10349,451222,1
10350,49033,0
